employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
66828,7,14,Master's & above,1,0,2,31,4.0,6,1,0,49,0
9110,7,11,Bachelor's,1,0,1,22,3.0,1,0,0,50,0
62995,8,14,Bachelor's,0,0,1,29,5.0,4,1,1,78,1
52174,8,7,Bachelor's,0,2,1,37,5.0,4,1,0,81,0
48452,7,27,Bachelor's,1,0,1,35,1.0,6,0,0,54,0
71400,1,18,Bachelor's,0,2,1,29,4.0,3,1,0,58,0
55126,8,2,Bachelor's,1,2,1,31,3.0,2,0,0,80,0
8844,4,31,Bachelor's,1,0,1,28,3.0,1,0,0,62,0
20124,4,18,Master's & above,1,0,1,35,5.0,8,1,0,58,0
54038,7,17,Master's & above,1,0,1,46,4.0,3,1,1,47,1
36316,8,0,Bachelor's,0,2,1,28,5.0,5,1,0,75,0
31779,8,30,Bachelor's,0,0,1,30,3.0,9,1,0,78,0
54177,8,31,Below Secondary,1,2,1,24,3.0,3,1,0,78,1
41954,4,31,Bachelor's,1,2,1,27,1.0,3,0,0,61,0
75618,1,11,Bachelor's,0,2,2,27,1.0,4,0,0,63,0
51556,2,11,Bachelor's,1,2,1,54,1.0,18,0,0,52,0
44476,7,11,Bachelor's,0,2,1,32,5.0,9,1,0,49,0
26467,5,10,Bachelor's,1,0,1,32,5.0,7,0,0,67,0
31145,4,15,Master's & above,1,2,1,42,3.0,7,0,0,58,0
14978,7,11,Bachelor's,0,0,1,38,4.0,7,0,0,48,0
12412,2,24,Bachelor's,0,2,1,28,3.0,1,0,0,50,0
55891,7,20,Bachelor's,1,0,1,30,3.0,5,1,0,52,0
52031,4,14,Bachelor's,1,0,1,28,4.0,3,1,0,64,0
34354,7,19,Master's & above,1,0,1,41,1.0,5,0,0,56,0
37331,2,19,Bachelor's,1,0,1,27,4.0,3,0,0,50,0
66465,7,18,Bachelor's,0,0,1,27,3.0,1,1,0,41,0
39195,5,6,Master's & above,0,0,1,34,3.0,7,0,0,68,0
13095,7,30,Bachelor's,1,2,2,28,1.0,2,0,0,50,0
39252,5,4,Bachelor's,1,2,1,31,3.0,1,1,0,70,1
72793,4,14,Bachelor's,1,0,1,41,3.0,2,0,0,70,1
36025,5,11,Bachelor's,1,0,1,53,4.0,26,0,0,71,0
58816,7,24,Bachelor's,1,0,1,32,4.0,7,0,0,47,0
9995,7,17,Bachelor's,1,0,1,26,3.0,4,1,0,50,1
25100,0,11,Master's & above,1,2,2,42,3.0,3,0,0,85,0
74513,0,33,Bachelor's,1,0,1,26,3.0,1,0,0,81,0
42455,7,11,Bachelor's,0,0,2,55,1.0,13,1,0,52,0
40328,5,31,Bachelor's,1,0,1,33,5.0,2,1,0,71,0
69970,5,15,Master's & above,0,0,1,35,2.0,4,0,0,64,0
25300,4,14,Bachelor's,0,2,1,27,3.0,1,0,0,59,0
74275,4,24,Master's & above,1,2,1,47,5.0,9,0,0,58,0
70126,3,4,Bachelor's,1,0,1,36,3.0,8,1,0,58,0
77111,0,31,Bachelor's,1,0,1,33,4.0,6,1,0,82,1
74115,4,6,Master's & above,0,2,1,42,3.0,7,0,0,64,0
43289,4,31,Bachelor's,1,0,1,28,5.0,2,1,0,58,1
55012,0,4,Bachelor's,1,0,1,41,5.0,4,0,0,86,0
6745,0,4,Bachelor's,1,2,2,33,4.0,9,0,0,86,0
13804,5,11,Bachelor's,0,1,1,32,4.0,3,1,0,68,1
17929,0,18,Bachelor's,1,0,1,31,3.0,1,1,0,82,0
19316,7,9,Bachelor's,1,0,1,26,3.0,2,0,0,52,0
76162,5,32,Master's & above,0,0,1,35,5.0,8,0,0,74,0
28206,7,21,Bachelor's,0,2,3,27,2.0,1,0,0,48,0
5414,7,18,Bachelor's,1,2,1,27,5.0,2,0,0,48,0
42831,7,12,Bachelor's,1,2,1,28,3.0,2,0,0,46,0
51873,6,4,Master's & above,1,0,1,35,3.0,7,0,0,86,0
59119,7,14,Master's & above,0,2,1,34,4.0,8,0,0,48,0
50184,4,4,Bachelor's,1,0,1,24,3.0,1,0,0,62,0
52039,0,25,Bachelor's,1,0,1,26,3.0,1,0,0,86,0
21488,8,11,Below Secondary,1,0,1,22,1.0,2,0,0,81,0
17942,4,28,Master's & above,0,0,1,31,3.0,6,0,0,62,0
48063,2,31,Bachelor's,0,0,1,27,5.0,3,1,0,53,0
4487,0,12,Bachelor's,1,0,1,27,2.0,2,0,0,83,0
12339,7,25,Bachelor's,1,0,1,28,5.0,2,1,0,51,0
58511,8,29,Bachelor's,0,0,1,36,2.0,9,0,0,78,0
68262,8,15,Bachelor's,1,0,1,40,1.0,7,1,1,82,0
56145,4,25,Bachelor's,0,2,1,36,5.0,6,1,1,59,0
52416,7,20,Bachelor's,1,0,2,26,3.0,2,0,0,48,0
51116,8,19,Bachelor's,0,2,2,31,2.0,7,0,0,74,0
73868,5,14,Bachelor's,1,0,4,29,3.0,2,0,0,66,0
12028,7,11,Bachelor's,1,0,1,26,1.0,4,0,0,49,0
54079,0,24,Bachelor's,1,2,1,27,5.0,3,1,0,85,1
47351,5,11,Master's & above,1,2,1,49,2.0,17,0,0,76,0
8627,7,20,Master's & above,0,0,2,32,3.0,9,0,0,53,0
60709,2,11,Bachelor's,1,0,1,35,2.0,8,0,0,51,0
70838,6,11,Bachelor's,1,2,1,43,3.0,13,0,0,82,0
67516,5,11,Master's & above,1,2,1,56,2.0,15,0,0,69,0
41989,7,24,Bachelor's,1,0,1,34,5.0,2,0,0,46,0
15885,2,28,Bachelor's,1,0,2,27,3.0,1,0,0,48,0
44233,0,14,Bachelor's,1,2,2,43,3.0,5,0,0,84,0
37769,7,28,Master's & above,1,2,1,37,3.0,2,1,0,45,0
11519,1,31,Bachelor's,1,0,1,32,5.0,9,1,0,57,0
10427,7,31,Bachelor's,0,0,1,26,1.0,3,0,0,46,0
535,4,31,Bachelor's,0,0,2,38,4.0,10,0,0,58,0
7548,7,10,Bachelor's,1,0,1,53,3.0,22,0,0,51,0
63865,4,10,Master's & above,1,0,1,46,3.0,19,0,0,61,0
69434,7,31,Bachelor's,1,2,1,34,2.0,8,0,0,47,0
73912,8,24,Master's & above,0,2,1,33,2.0,5,1,0,78,0
29318,4,14,Master's & above,1,0,1,47,5.0,12,1,0,60,0
58553,4,31,Master's & above,1,2,1,38,3.0,4,0,0,64,0
60718,7,11,Bachelor's,1,2,1,24,5.0,2,0,0,51,0
10989,4,11,Bachelor's,0,2,1,29,3.0,6,1,1,60,0
3152,4,6,Bachelor's,0,2,1,30,1.0,4,0,0,61,0
17105,3,2,Bachelor's,1,2,1,33,5.0,6,1,0,60,0
55335,4,14,Master's & above,1,2,1,38,4.0,3,0,0,64,0
47723,4,21,Master's & above,1,0,1,50,5.0,19,1,0,57,0
55009,7,24,Master's & above,0,0,1,31,3.0,5,0,0,46,0
76021,7,24,Bachelor's,0,0,1,29,1.0,3,0,0,48,0
33598,8,24,Bachelor's,0,0,2,38,3.0,3,1,0,83,0
70891,7,12,Bachelor's,1,2,1,26,3.0,1,0,0,51,0
23437,7,31,Bachelor's,1,0,1,29,4.0,5,0,0,65,1
41875,0,14,Bachelor's,1,2,1,25,3.0,4,0,0,83,0
55998,0,25,Bachelor's,1,2,1,29,3.0,5,0,0,87,0
58899,0,11,Master's & above,1,0,2,53,5.0,8,1,0,82,0
48574,2,14,Master's & above,1,0,1,52,5.0,7,1,0,49,0
16864,4,25,Bachelor's,1,2,1,31,3.0,2,0,0,60,0
65317,7,10,Bachelor's,1,0,1,31,4.0,5,0,0,51,0
33384,4,30,Bachelor's,0,2,1,27,3.0,1,0,0,62,0
48872,4,2,Bachelor's,1,0,1,26,5.0,4,0,0,58,0
22236,7,17,Bachelor's,1,2,1,32,1.0,3,0,0,50,0
56693,4,31,Bachelor's,1,2,1,42,5.0,5,0,0,61,0
4086,7,18,Bachelor's,1,0,2,31,3.0,2,0,0,51,0
74976,5,11,Bachelor's,1,2,1,32,5.0,6,1,0,74,1
19547,0,24,Bachelor's,0,2,1,28,2.0,5,0,0,89,0
11738,5,3,Bachelor's,1,0,1,30,3.0,4,0,0,71,0
61027,1,18,Bachelor's,0,0,1,27,3.0,2,0,0,56,0
46153,7,21,Bachelor's,1,0,1,47,5.0,5,0,0,58,1
39666,1,11,Bachelor's,1,2,1,27,2.0,4,0,0,58,0
13968,7,11,Bachelor's,0,0,1,34,2.0,7,0,0,50,0
48723,0,14,Bachelor's,1,0,1,30,5.0,5,1,0,82,0
43157,7,21,Bachelor's,1,2,1,28,3.0,4,0,0,49,0
42197,2,11,Bachelor's,0,0,1,25,3.0,4,0,0,50,0
76458,4,2,Bachelor's,1,2,1,28,3.0,1,0,0,58,0
10511,1,11,Bachelor's,1,2,1,25,5.0,2,1,0,59,0
4392,5,12,Bachelor's,1,0,1,38,3.0,5,1,0,72,0
60189,8,24,Bachelor's,1,2,1,28,3.0,1,0,0,81,1
8636,5,32,Bachelor's,0,2,1,32,2.0,4,0,0,69,0
5822,5,14,Bachelor's,1,2,1,31,5.0,7,0,0,87,1
65447,1,14,Bachelor's,1,0,1,26,3.0,1,0,0,59,0
1751,7,6,Bachelor's,1,0,1,34,3.0,9,1,0,54,1
42986,8,11,Bachelor's,1,0,4,25,3.0,2,0,0,79,0
57885,4,31,Bachelor's,0,0,1,30,4.0,6,0,0,54,0
10251,1,2,Bachelor's,0,2,1,28,3.0,3,0,1,56,0
43809,4,4,Bachelor's,1,2,1,32,3.0,4,0,0,62,0
6037,5,16,Bachelor's,1,0,3,30,3.0,5,0,0,64,0
25908,0,18,Bachelor's,1,0,3,29,5.0,3,1,0,78,0
28542,7,12,Master's & above,1,2,1,33,3.0,3,0,0,49,0
64306,7,31,Bachelor's,1,0,2,26,2.0,3,0,0,50,0
11930,7,11,Bachelor's,1,0,1,51,2.0,3,1,0,49,1
69187,5,11,Bachelor's,1,2,1,41,5.0,7,0,1,92,1
47739,2,14,Master's & above,0,0,2,35,4.0,9,0,0,45,0
49035,4,32,Bachelor's,0,0,1,39,5.0,5,1,0,62,0
35193,4,7,Bachelor's,0,0,1,28,4.0,2,1,0,61,0
27260,7,14,Bachelor's,1,0,1,22,1.0,1,0,0,51,0
3975,7,20,Master's & above,0,2,1,37,3.0,7,1,0,52,0
4935,5,11,Bachelor's,0,0,1,49,5.0,6,1,0,71,0
21690,4,11,Bachelor's,1,2,1,46,3.0,3,0,0,61,0
66652,7,14,Bachelor's,1,0,2,32,1.0,5,0,0,47,0
44559,4,31,Bachelor's,1,0,2,43,1.0,7,0,0,63,0
16460,7,30,Bachelor's,0,2,1,33,1.0,3,0,0,44,0
8375,5,28,Bachelor's,1,2,1,31,4.0,6,1,0,74,0
30229,8,11,Master's & above,1,2,1,36,5.0,7,0,0,78,0
6856,0,11,Bachelor's,1,0,1,36,5.0,3,1,0,87,0
76925,7,8,Bachelor's,1,2,1,32,5.0,3,1,0,48,1
14639,1,14,Below Secondary,1,0,1,23,3.0,1,0,0,65,0
2692,7,2,Bachelor's,1,0,1,30,5.0,3,1,0,48,1
2463,0,17,Bachelor's,1,2,2,34,3.0,5,1,0,82,0
59530,3,31,Bachelor's,1,0,1,38,3.0,8,0,0,60,0
65015,5,11,Master's & above,1,0,1,56,1.0,21,0,0,70,0
63562,4,11,Bachelor's,0,0,1,58,3.0,2,0,0,59,0
60670,4,22,Master's & above,0,2,1,41,3.0,5,0,0,60,0
20470,6,31,Bachelor's,0,2,1,29,3.0,5,0,0,86,0
52450,5,8,Bachelor's,0,0,1,29,3.0,3,0,0,73,0
49175,7,31,Bachelor's,1,0,1,24,1.0,2,0,0,47,0
36546,4,11,Bachelor's,1,0,1,48,3.0,20,0,0,61,0
46471,5,18,Bachelor's,1,0,1,42,3.0,11,0,0,66,0
71295,5,11,Bachelor's,0,2,1,31,5.0,5,0,0,87,1
15583,4,21,Master's & above,1,2,1,42,3.0,4,0,0,57,0
44284,8,31,Bachelor's,1,0,1,29,4.0,8,1,0,85,1
29708,8,4,Master's & above,0,2,1,33,3.0,4,0,0,77,0
7625,7,11,Bachelor's,1,2,1,29,3.0,5,1,0,52,1
52347,7,14,Master's & above,0,0,1,35,2.0,6,0,0,47,0
3292,7,33,Bachelor's,1,2,1,29,4.0,3,0,0,47,0
26525,8,2,Bachelor's,1,0,1,30,3.0,1,0,0,80,0
37642,7,31,Bachelor's,1,0,1,32,5.0,2,1,0,50,0
23440,7,14,Bachelor's,0,0,2,28,1.0,8,0,0,58,0
44583,7,0,Master's & above,0,0,2,35,4.0,2,0,0,48,0
55541,4,14,Master's & above,1,0,1,53,3.0,21,0,0,64,0
13495,5,11,Master's & above,1,2,1,35,1.0,10,0,0,70,0
13709,7,20,Master's & above,1,0,1,38,5.0,6,1,0,94,1
66695,8,11,Bachelor's,1,0,1,28,3.0,2,1,0,78,1
4024,0,11,Bachelor's,1,0,1,27,5.0,2,1,0,85,0
47313,7,30,Bachelor's,1,0,1,35,4.0,9,0,0,49,0
50760,4,4,Master's & above,0,0,1,44,4.0,3,0,0,63,0
59814,7,17,Master's & above,1,0,1,33,4.0,4,1,0,50,0
18469,8,0,Master's & above,1,0,1,30,3.0,7,0,0,82,0
15693,4,12,Bachelor's,0,2,1,29,3.0,7,0,0,65,0
32096,4,23,Bachelor's,0,2,1,28,4.0,2,0,0,57,0
75861,4,19,Bachelor's,0,2,2,29,3.0,1,1,0,64,0
33016,7,11,Bachelor's,1,0,1,38,1.0,5,0,0,49,0
60072,4,14,Bachelor's,0,0,1,36,2.0,7,1,0,58,1
34821,5,19,Bachelor's,1,2,1,35,4.0,2,1,1,70,0
51671,0,33,Bachelor's,1,2,1,29,3.0,4,0,0,82,0
72150,8,31,Master's & above,0,0,1,42,4.0,3,1,0,82,0
29653,8,29,Master's & above,1,2,1,44,3.0,11,0,0,78,0
3419,7,11,Master's & above,1,2,1,33,3.0,5,0,0,48,0
39408,0,12,Bachelor's,0,0,1,28,5.0,4,1,0,81,0
9194,7,11,Bachelor's,0,2,1,43,2.0,7,1,0,50,0
49110,3,11,Bachelor's,1,2,1,33,4.0,2,0,0,65,0
56481,7,20,Bachelor's,1,0,1,32,3.0,3,0,0,48,0
49563,0,11,Bachelor's,1,2,2,36,4.0,8,0,0,83,0
37885,8,31,Bachelor's,1,0,1,33,4.0,5,0,0,77,0
56555,0,14,Bachelor's,0,2,2,33,4.0,6,0,0,82,0
54287,8,29,Bachelor's,1,2,1,24,4.0,2,0,0,84,0
55911,0,31,Master's & above,1,0,2,36,3.0,9,0,0,82,0
12015,7,11,Master's & above,0,0,1,43,3.0,7,0,0,47,0
17067,0,11,Master's & above,1,0,1,35,5.0,10,1,0,85,1
20572,8,23,Bachelor's,1,0,1,28,3.0,5,0,0,78,0
34525,7,16,Bachelor's,1,2,1,27,3.0,1,0,0,51,0
48832,0,28,Bachelor's,1,2,1,30,1.0,5,0,0,80,0
69494,0,31,Master's & above,1,2,2,34,5.0,3,1,0,85,0
48515,4,19,Bachelor's,1,2,1,29,3.0,3,0,0,64,0
34612,5,28,Master's & above,0,0,1,41,3.0,11,0,0,71,0
748,6,14,Bachelor's,1,0,3,28,3.0,4,1,1,86,0
59871,5,7,Bachelor's,1,0,2,26,3.0,2,0,0,71,0
30241,7,24,Bachelor's,1,2,1,39,3.0,10,0,0,45,0
17113,8,14,Master's & above,1,0,2,37,3.0,4,0,0,77,0
5759,6,14,Bachelor's,1,2,1,29,3.0,1,0,0,83,0
54985,0,14,Master's & above,1,2,2,34,4.0,5,0,0,84,0
14630,8,21,Master's & above,1,2,2,30,3.0,2,1,0,78,0
10625,4,6,Master's & above,1,0,1,35,4.0,9,1,0,57,0
27337,4,14,Bachelor's,0,2,1,37,1.0,7,1,1,90,1
54074,7,29,Bachelor's,1,0,1,34,1.0,2,0,0,50,0
44059,4,31,Bachelor's,1,2,1,34,1.0,3,0,0,57,0
15255,5,11,Master's & above,0,2,2,37,2.0,8,0,0,67,0
1099,4,3,Bachelor's,0,2,1,44,5.0,6,1,0,57,0
46108,7,6,Bachelor's,1,0,1,31,5.0,5,0,0,52,0
60344,4,14,Bachelor's,0,0,1,32,4.0,4,1,0,59,0
37162,7,6,Bachelor's,1,2,1,29,3.0,3,0,0,46,0
77656,0,31,Bachelor's,0,0,2,31,5.0,5,1,0,83,0
43183,7,19,Bachelor's,1,0,2,31,3.0,6,0,0,50,0
48636,8,6,Bachelor's,0,0,1,30,1.0,3,0,0,81,0
57096,7,6,Master's & above,1,0,1,33,2.0,7,0,0,54,0
6520,7,31,Bachelor's,0,0,1,25,5.0,2,0,0,48,0
58677,2,30,Bachelor's,0,0,1,29,3.0,5,0,0,50,0
19692,7,11,Bachelor's,0,2,2,31,5.0,6,1,0,49,1
55492,8,8,Bachelor's,1,0,1,27,3.0,3,0,0,77,0
36800,4,11,Bachelor's,0,2,1,50,3.0,4,1,0,59,0
42252,8,11,Master's & above,0,2,1,54,3.0,25,0,0,82,0
36621,8,11,Bachelor's,0,2,1,28,3.0,1,0,0,79,0
67281,7,11,Bachelor's,1,2,1,54,2.0,13,0,0,46,0
24413,5,11,Bachelor's,0,1,1,32,3.0,6,1,0,69,0
29347,4,11,Bachelor's,0,2,2,37,4.0,10,1,0,59,0
48909,4,31,Bachelor's,0,2,1,33,1.0,8,0,0,63,0
50143,7,31,Master's & above,1,2,2,45,3.0,4,0,0,65,1
46562,7,16,Bachelor's,1,0,1,34,1.0,3,1,0,55,0
24320,7,11,Master's & above,0,0,1,31,3.0,6,0,0,51,0
32471,4,10,Bachelor's,1,0,2,39,3.0,9,0,0,62,0
21853,8,31,Bachelor's,1,0,1,24,3.0,1,0,0,84,0
16994,5,14,Master's & above,0,2,1,45,1.0,5,0,0,70,0
29840,4,14,Bachelor's,1,1,1,42,5.0,13,0,0,61,0
70609,7,31,Bachelor's,1,2,1,30,5.0,4,1,0,53,1
29126,4,19,Bachelor's,1,0,1,27,3.0,3,1,0,62,1
869,8,11,Bachelor's,0,2,1,41,2.0,11,0,0,82,0
61706,7,6,Master's & above,1,0,1,33,3.0,8,0,0,50,0
22337,8,11,Master's & above,1,0,1,39,2.0,8,0,0,79,0
27434,5,4,Master's & above,1,0,2,41,3.0,4,1,0,72,0
19460,4,0,Bachelor's,1,0,1,39,5.0,4,1,0,60,0
64070,4,19,Bachelor's,1,0,1,34,1.0,7,0,0,65,0
5620,5,11,Bachelor's,0,0,2,38,3.0,4,1,0,74,0
73648,1,11,Master's & above,1,0,1,32,4.0,3,1,0,60,0
73086,7,11,Bachelor's,1,0,1,41,5.0,5,1,0,51,0
49945,5,2,Bachelor's,0,0,1,35,1.0,8,0,0,70,0
51698,3,18,Bachelor's,1,2,1,40,1.0,3,0,0,60,0
53854,7,24,Bachelor's,1,2,1,32,1.0,2,0,0,50,0
77790,7,22,Bachelor's,1,2,1,31,4.0,3,0,0,46,0
63134,8,31,Master's & above,1,0,1,40,1.0,3,0,0,81,0
17273,5,31,Master's & above,0,2,1,32,4.0,3,0,0,69,0
48118,3,11,Bachelor's,1,2,1,35,2.0,9,0,0,61,0
49087,4,11,Master's & above,0,2,1,45,2.0,7,0,0,59,0
74091,4,11,Bachelor's,0,2,1,45,4.0,16,0,0,56,0
2242,7,31,Master's & above,1,2,1,39,5.0,4,1,0,47,0
60222,3,31,Master's & above,1,0,1,41,3.0,2,0,0,60,0
65934,4,1,Bachelor's,1,2,1,40,3.0,3,0,0,63,0
58864,5,21,Bachelor's,1,2,2,29,3.0,3,1,0,68,0
30460,8,14,Master's & above,1,0,1,33,3.0,2,0,0,77,0
25978,3,12,Bachelor's,1,2,1,27,5.0,2,1,0,58,0
5931,0,14,Bachelor's,1,2,1,31,3.0,4,0,0,89,0
12247,0,18,Bachelor's,1,0,1,38,3.0,9,0,0,84,0
75218,4,29,Bachelor's,1,2,1,31,4.0,3,1,0,56,0
46530,0,11,Master's & above,1,2,1,35,3.0,8,0,0,83,0
10065,7,29,Master's & above,1,0,1,30,3.0,3,0,0,48,0
68684,7,10,Bachelor's,1,0,2,42,3.0,10,0,0,51,0
28247,7,30,Bachelor's,1,2,1,35,3.0,3,0,0,51,0
32552,7,28,Bachelor's,0,0,1,35,5.0,10,0,0,50,0
6770,0,4,Bachelor's,1,0,1,35,3.0,10,0,0,85,0
59536,4,11,Bachelor's,1,0,1,56,5.0,26,0,0,58,0
8990,7,14,Bachelor's,1,0,1,26,4.0,3,1,1,50,0
68107,1,14,Bachelor's,1,2,1,30,1.0,4,1,0,59,0
3546,0,11,Bachelor's,1,2,2,32,4.0,3,0,0,83,0
20019,8,19,Master's & above,1,2,1,49,3.0,3,1,0,79,0
936,7,16,Master's & above,1,0,1,39,1.0,4,0,0,48,0
13841,8,24,Bachelor's,1,0,3,30,4.0,3,1,0,83,0
8281,4,6,Bachelor's,1,2,1,33,5.0,5,1,0,61,1
57749,7,5,Master's & above,1,2,1,37,5.0,9,0,0,53,0
75918,4,11,Bachelor's,0,2,1,31,3.0,3,0,1,85,1
71484,2,11,Bachelor's,0,0,1,27,5.0,5,1,0,47,0
4981,7,7,Bachelor's,1,0,1,27,1.0,2,0,0,47,0
46398,4,10,Bachelor's,0,2,1,42,3.0,4,1,0,55,0
26471,7,31,Bachelor's,1,0,1,49,4.0,11,0,0,44,0
43966,4,11,Bachelor's,1,0,1,32,3.0,6,0,0,58,0
15333,2,11,Master's & above,0,0,1,37,4.0,7,0,0,49,0
909,3,11,Bachelor's,0,0,1,27,5.0,3,0,0,57,0
5083,5,31,Below Secondary,0,0,1,23,3.0,2,1,0,68,0
38124,7,18,Bachelor's,0,2,1,37,1.0,10,0,0,51,0
73877,3,18,Bachelor's,1,2,1,29,5.0,2,1,0,61,0
28514,6,31,Bachelor's,1,0,2,32,1.0,3,0,0,86,0
7482,1,11,Bachelor's,1,0,2,47,5.0,2,0,0,64,0
54339,7,8,Bachelor's,1,0,1,29,3.0,2,1,0,46,0
33951,2,21,Bachelor's,1,0,1,31,4.0,3,1,0,47,0
33470,4,14,Bachelor's,1,0,1,26,4.0,1,0,0,54,0
28666,4,31,Bachelor's,1,2,1,44,3.0,16,0,0,59,0
20917,8,11,Bachelor's,0,0,1,31,3.0,6,1,0,82,0
17628,2,14,Bachelor's,1,2,1,34,3.0,7,0,0,49,0
8469,2,18,Bachelor's,1,2,1,29,4.0,2,1,0,51,1
29796,5,30,Bachelor's,0,2,1,27,2.0,2,1,0,67,0
17050,8,31,Bachelor's,1,0,1,28,4.0,2,1,0,80,1
19680,4,14,Bachelor's,1,2,1,27,4.0,5,1,0,75,1
16911,0,25,Bachelor's,1,0,1,32,4.0,7,0,0,86,0
12540,7,7,Bachelor's,1,2,1,50,3.0,18,0,0,53,0
64718,8,31,Bachelor's,1,2,1,42,3.0,5,0,0,83,0
65679,8,11,Bachelor's,0,0,1,29,4.0,5,0,0,81,0
448,7,20,Master's & above,0,0,2,33,3.0,7,0,0,49,0
59847,5,17,Bachelor's,1,0,2,28,3.0,2,0,0,72,0
51152,0,3,Bachelor's,1,2,3,27,5.0,2,0,0,82,1
14798,7,11,Bachelor's,0,2,2,42,5.0,6,0,0,52,0
77828,1,18,Bachelor's,0,0,1,30,5.0,8,1,0,56,0
13296,7,24,Bachelor's,1,0,1,34,3.0,2,0,0,53,0
15203,7,28,Master's & above,1,0,1,33,5.0,8,1,0,48,0
55745,5,11,Master's & above,0,1,1,34,3.0,7,1,0,69,0
64409,4,31,Below Secondary,0,0,1,24,3.0,1,0,0,57,0
69184,8,21,Bachelor's,0,2,2,30,3.0,6,0,0,79,0
54488,8,11,Bachelor's,0,2,3,34,5.0,7,1,0,86,0
63481,0,20,Bachelor's,1,0,2,30,3.0,4,1,0,87,1
66067,7,2,Master's & above,1,0,1,57,3.0,30,0,0,44,0
37884,2,31,Bachelor's,0,0,1,37,5.0,6,1,0,43,0
15178,4,1,Master's & above,0,0,1,42,3.0,9,0,0,59,0
51041,8,14,Bachelor's,1,0,1,29,3.0,2,0,0,89,1
12148,7,4,Bachelor's,1,2,1,40,5.0,11,1,0,54,0
61337,8,14,Master's & above,1,0,2,43,4.0,11,1,0,89,1
73603,6,14,Bachelor's,1,2,1,36,1.0,9,0,0,84,0
34664,6,14,Master's & above,1,2,1,30,3.0,2,0,0,83,0
35210,4,6,Bachelor's,1,0,1,44,5.0,2,1,0,57,0
64053,5,11,Master's & above,0,2,1,52,5.0,14,1,0,70,0
72420,7,28,Bachelor's,1,2,1,27,1.0,2,0,0,48,0
14971,5,31,Master's & above,0,2,1,40,5.0,10,1,0,65,0
15992,4,31,Master's & above,0,2,1,35,4.0,6,0,0,63,0
17202,7,31,Bachelor's,1,0,1,53,5.0,4,0,0,49,0
66506,3,31,Bachelor's,1,0,1,38,4.0,8,0,0,63,0
63449,5,18,Bachelor's,1,2,4,29,5.0,5,1,0,68,0
63367,0,24,Bachelor's,1,2,1,31,4.0,7,0,0,85,0
8695,4,14,Below Secondary,1,0,2,26,4.0,4,0,0,63,0
13795,5,23,Bachelor's,0,2,1,29,3.0,5,1,0,72,0
34423,4,31,Bachelor's,0,2,1,40,3.0,3,0,0,55,0
4212,4,21,Bachelor's,1,0,1,45,3.0,8,0,0,58,0
17148,6,28,Master's & above,1,0,1,39,5.0,11,1,0,83,0
65294,8,14,Bachelor's,1,0,1,26,5.0,2,1,1,78,1
14782,4,1,Bachelor's,1,2,1,27,3.0,1,1,0,59,0
59164,2,11,Bachelor's,0,1,1,26,3.0,1,0,0,51,0
38275,7,13,Bachelor's,0,0,1,31,3.0,3,0,0,49,0
18442,4,2,Bachelor's,1,2,1,33,3.0,10,0,0,56,0
13081,4,11,Master's & above,1,0,1,32,4.0,7,0,0,59,0
22623,5,19,Bachelor's,1,0,1,26,4.0,4,1,0,71,0
15997,8,26,Bachelor's,1,2,1,30,5.0,5,1,0,78,0
73434,4,24,Bachelor's,0,2,1,32,3.0,5,0,0,59,0
61402,0,33,Bachelor's,1,2,2,26,4.0,4,1,0,85,0
26201,5,5,Bachelor's,0,0,1,30,2.0,7,0,0,69,0
37851,2,14,Bachelor's,1,2,1,33,3.0,6,0,0,51,0
50807,5,14,Bachelor's,1,0,2,27,3.0,4,0,0,69,0
58962,0,19,Bachelor's,1,0,1,40,2.0,9,0,0,86,0
47370,7,11,Master's & above,0,0,1,52,1.0,11,0,0,49,0
63542,7,11,Master's & above,0,0,1,40,3.0,8,0,0,51,0
3079,7,23,Bachelor's,1,2,1,44,5.0,11,0,0,47,0
6969,7,11,Master's & above,1,1,1,34,5.0,5,0,0,50,0
67297,4,11,Bachelor's,0,0,1,34,1.0,3,0,0,56,0
51732,1,15,Master's & above,1,0,2,34,2.0,4,0,0,59,0
39282,7,11,Bachelor's,1,0,1,43,5.0,8,0,0,61,1
66287,0,1,Master's & above,1,0,1,33,5.0,6,0,0,85,1
51725,7,14,Bachelor's,0,0,2,26,3.0,4,0,0,49,0
64881,5,11,Bachelor's,0,0,1,28,4.0,5,0,0,69,0
13583,6,2,Bachelor's,1,0,1,29,3.0,3,1,0,88,0
52170,7,11,Bachelor's,0,2,1,24,1.0,2,0,0,50,0
71240,4,12,Bachelor's,0,0,1,31,4.0,9,0,0,61,0
76322,8,11,Bachelor's,1,0,2,28,3.0,1,0,0,77,0
53009,4,6,Bachelor's,1,2,1,37,3.0,2,0,0,61,0
55667,1,5,Bachelor's,0,2,1,32,3.0,5,1,0,59,0
61396,7,11,Bachelor's,1,2,3,29,3.0,5,0,0,50,0
6995,8,14,Bachelor's,1,0,2,37,5.0,10,1,0,75,1
39687,1,11,Master's & above,1,2,1,50,3.0,3,0,0,61,0
42194,7,33,Master's & above,1,0,1,29,4.0,5,1,0,50,0
11724,8,19,Master's & above,1,0,2,40,4.0,2,1,0,80,0
